Unique.ID,Reserve,Site,Subsite.Strain,Subsite.Soil,PlantSpecies.Strain,PlantSpecies.Soil,CollectionDate,Waypoint,Lat,Lon,Elev,GenoData,PhenoData,Sequenced,Clade,nreA,nreX,nreY,nreA_alleles,nreX_alleles,nreY_alleles,UV.MIT_mean,Ni.MIC_mean,Co.MIC_mean,Cr.MIC_mean,y0.no_mean,y0_lm.no_mean,mumax.no_mean,lag.no_mean,r2.no_mean,y0.ni_mean,y0_lm.ni_mean,mumax.ni_mean,lag.ni_mean,r2.ni_mean,OD72hr.no_mean,OD72hr.ni_mean,OD72hrRatio_mean,AUC.no_mean,AUC.ni_mean,ODf.no_mean,ODf.ni_mean,ODmax.no_mean,ODmax.ni_mean,Ni.ppm,CA.MG.RATIO,SerpentineType,Ni.ppm.A,CA.MG.RATIO.A,Ni.ppm.C,CA.MG.RATIO.C,Ni.ppm.X,CA.MG.RATIO.X,Ni.CV,CaMg.CV,SAMPLEID,OM,ENR,CEC,NO3_N,P1,HCO3_P,PH,BUFFER_PH,S,H,H_PCT,K,K_PCT,MG,MG_PCT,CA,CA_PCT,NA.,NA_PCT,AreaCounted,TotalPlantCount,Notes.Strain,Notes.Soil,Merge.Notes,Storage.note,Strain.issues
M1198,Hopland,H663c,B,NA,b,b,NA,298,39.00310703,-123.101504,286.900116,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,12,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.05,0.252786108,S,18.1,0.303325416,26,0.187068877,NA,NA,0.253339845,0.335264045,NA,3.3,95.5,11.9,32.75,5.6,8.65,6.5,7.1,3.3,1,7.5,117.65,2.5,1117.15,78.25,282.4,11.4,9.65,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1199,Pepperwood,P001b,B,NA,b,b,NA,157,38.583919,-122.711633,445.363251,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,0.21976313,S,22.2,0.241232429,32.6,0.204134367,NA,NA,0.268390895,0.117800841,NA,1.85,66.6,8,18.75,2.8,4.75,7,7.5,2.5,0.05,0.75,42.35,1.35,835.9,85.75,183.7,11.6,9.85,0.6,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1204,South Hills,S001w,A,A,w,w,3/15/19,364,35.26443397,-120.663005,57.551708,has data,has data,Y,2,yes,yes,yes,"3,6","3,1","3,6",40,3,NA,NA,0.1867,0.143537316,0.049265198,5.289622318,0.99487676,0.1935,0.193093994,0.027239104,0.077147553,0.993298541,0.708533333,0.3236,-0.542877811,61.1912,18.79883333,0.7781,0.477166667,0.7781,0.477166667,29.3,0.255194805,S,29.3,0.255194805,23.8,0.236009539,NA,NA,0.146481631,0.055235798,A0046,4.3,115.2,13,27.5,21.2,31.2,6.5,7.2,5,1,7.5,111.6,2.2,1232,77.7,314.4,12,17.1,0.6,1,2,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1206,Hopland,H095w,B,NA,w,w,NA,315,39.00389601,-123.101097,294.187378,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.35,0.400756098,S,20.8,0.401218918,25.9,0.400292826,NA,NA,0.154443023,0.001634027,NA,3.7,103.5,21.2,12.9,1.75,12.05,7.1,7.3,2.95,0,0,66,0.8,2050,79.5,821.55,19.35,18.75,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1207,McLaughlin,M019c,B,NA,w,w,NA,76,38.8155,-122.327446,447.388,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,48,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.35,0.437366003,S,52.2,0.4869038,60.1,0.330323552,NA,NA,0.099486083,0.270962432,NA,4.55,120.8,14.7,14.95,14.3,16.75,6.75,7.15,3.15,0.55,3.75,195.1,3.4,1306,73.35,571.2,19.25,7.15,0.2,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1210,Pepperwood,P008b,B,NA,b,b,NA,214,38.56827199,-122.690154,402.274109,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95,0.370862346,S,13.3,0.425808081,8.6,0.308836944,NA,NA,0.30350702,0.225172923,NA,3.05,90.9,19.35,12.3,2.3,7.15,6.95,7.3,1.9,0.15,0.75,120.8,1.6,1867,79.6,692.4,17.6,18.45,0.4,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1211,South Hills,S003b,C,C,b,b,3/15/19,376,35.26602997,-120.663822,34.570213,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,44,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.176935818,S,7.2,0.11787234,7.5,0.176935818,NA,NA,0.028861501,0.283331273,C0033,3.4,98,23.9,3.4,8.4,5.4,6.6,7,2.3,1.4,6,136.2,1.5,2415,83.1,427.3,8.9,30.9,0.6,1,5,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1214,Kirby Canyon,C002w,C,C,w,w,3/14/19,361,37.19083898,-121.6721,293.786163,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,24,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,0.311045943,S,23.3,0.451541096,36.7,0.311045943,NA,NA,0.315841029,0.260547505,C0026,5,130,10.7,48.7,2.7,9.4,6.8,7.3,3.3,0.3,3,138.5,3.3,1023,78.4,318.2,14.8,11.1,0.4,1,4,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1215,Kirby Canyon,C002w,C,C,w,w,3/14/19,361,37.19083898,-121.6721,293.786163,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,12,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,0.311045943,S,23.3,0.451541096,36.7,0.311045943,NA,NA,0.315841029,0.260547505,C0026,5,130,10.7,48.7,2.7,9.4,6.8,7.3,3.3,0.3,3,138.5,3.3,1023,78.4,318.2,14.8,11.1,0.4,1,4,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1216,Kirby Canyon,C001w,A,A,w,w,3/14/19,355,37.190498,-121.677701,192.576141,has data,has data,Y,2,yes,yes,yes,"5,4","3,2",4,32,3.666666667,NA,NA,0.1488,0.038901175,0.044840469,30.09482982,0.997583475,0.168366667,0.056880201,0.032302171,34.80207948,0.99899203,0.490933333,0.4009,-0.182464047,44.58251667,44.54505,0.773033333,0.921933333,0.773033333,0.927066667,46.9,0.4,S,46.9,0.4,37.5,0.404037801,NA,NA,0.157507198,0.007102045,A0052,5.8,146,15.3,39.1,8.7,13.2,6.7,7.2,5.5,0.7,4.5,216.7,3.6,1370,73.6,548,17.9,12.9,0.4,1,3,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1217,South Hills,S003b,A,A,b,b,3/15/19,374,35.26601496,-120.663793,34.570213,has data,has data,Y,2,yes,yes,yes,3,1,2,36,5,NA,NA,0.156633333,0.116785501,0.073310826,4.02069635,0.997035497,0.1743,0.113990079,0.050935798,8.383787836,0.998535322,0.864166667,1.137566667,0.317951402,83.61003333,107.8824667,0.888366667,1.2817,0.9138,1.288933333,7.2,0.11787234,S,7.2,0.11787234,7.5,0.176935818,NA,NA,0.028861501,0.283331273,A0003,2.9,87.4,31.3,4,2.6,9,6.6,6.8,1.8,1.9,6,107.2,0.9,3290,86.5,387.8,6.2,30.2,0.4,1,5,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1219,Pepperwood,P002b,B,NA,b,b,NA,166,38.58380198,-122.711836,434.884888,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,60,3.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,0.417620461,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,NA,2.2,73.7,7.45,11.3,4.15,8.25,7,7.4,3.15,0,0,60.15,2.05,707.7,77.8,295.55,19.55,10.05,0.6,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1220,Big Creek,B001b,A,X,b,b,NA,NA,36.06763403,-121.558323,228.1246727,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,36,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3,0.708290289,S,NA,NA,NA,NA,44.3,0.708290289,NA,NA,A0058,3.6,102,9.4,1.5,19.5,15.8,7.1,7.3,3.6,0,0,75.6,2.1,774.4,67.9,548.5,29.2,19.3,0.9,NA,NA,,"no subsites, only enough soil for 1 submission","strain matched soil data on Site and PlantSpecies but not Subsite, since soil did not have a Subsite",cryopreserved,
M1227,Hopland,H648b,B,NA,b,b,NA,245,39.04078502,-123.096353,729.352173,has data,has data,Y,2,no,no,no,NA,NA,NA,48,3,NA,NA,0.1719,0.159609595,0.048509615,1.556733167,0.998811229,0.2019,0.186749701,0.025068273,3.119292839,0.999477506,0.831533333,0.558333333,-0.328303039,75.91353333,56.15235,0.8655,1.0428,0.8842,1.0428,2,2.909587236,N,1.8,2.772266889,2.2,3.022279349,NA,NA,0.141421356,0.061017894,NA,3.85,106.7,27.2,29.5,6.2,12.3,6.35,6.75,3.4,2.55,9.75,164.5,1.55,1062.35,32.05,3091,56.4,15.05,0.25,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,purified by Miles
M1233,Jasper Ridge,J001c,A,A,w,w,3/13/19,319,37.40599103,-122.227564,144.942963,has data,has data,Y,2,yes,yes,yes,6,3,6,40,3,NA,NA,0.170866667,0.172455489,0.060584031,-0.152473975,0.989248918,0.196266667,0.199686587,0.035108542,-0.51069802,0.931341339,0.8107,0.801666667,-0.011004584,75.82855,78.43605,0.852966667,1.1371,0.852966667,1.1371,92.9,0.364202335,S,92.9,0.364202335,64.9,0.310262989,NA,NA,0.250937768,0.113099594,A0008,4.9,127.4,17.4,38.7,3,6.9,6.4,7,3.9,1.6,9,115.8,1.7,1542,72.8,561.6,16.1,14.8,0.4,1,5,,Both the b and w sites for J001c were combined into one soil sample,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,purified by Miles
M1235,Kirby Canyon,C001w,A,A,w,w,3/14/19,355,37.190498,-121.677701,192.576141,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9,0.4,S,46.9,0.4,37.5,0.404037801,NA,NA,0.157507198,0.007102045,A0052,5.8,146,15.3,39.1,8.7,13.2,6.7,7.2,5.5,0.7,4.5,216.7,3.6,1370,73.6,548,17.9,12.9,0.4,1,3,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1243,Hopland,H092c,B,NA,w,w,NA,232,39.03066496,-123.067222,859.020813,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.703127011,N,0.4,1.240786241,1.8,1.516436903,NA,NA,0.899954085,0.141384605,NA,2.2,74.3,14.5,27.65,8.4,8.25,6.45,7.25,3.35,1.25,8.5,86.6,1.5,777.1,44.25,1323.5,45.4,13,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1246,Los Padres,D002c,A,X,b,b,NA,NA,34.60265899,-119.341371,378.1413852,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,22.45672437,N,NA,NA,NA,NA,1.3,22.45672437,NA,NA,A0054,1.7,64,18.6,7.5,20.2,16.6,7.9,7.6,1.8,0,0,178.2,2.5,150.2,6.7,3373,90.7,9.5,0.2,NA,NA,,"no subsites, only enough soil for 1 submission","strain matched soil data on Site and PlantSpecies but not Subsite, since soil did not have a Subsite",cryopreserved,
M1250,Hopland,H094c,B,NA,b,b,NA,284,39.00366602,-123.100331,311.729095,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,16,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.95,0.243754386,S,41.7,0.225657895,46.2,0.260458839,NA,NA,0.072400012,0.101243106,NA,4.75,124.5,14.85,35.5,10.4,14.85,6.6,7.1,4.55,0.85,6,169.45,2.95,1425,79.15,347.35,11.7,8.55,0.25,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1252,Pepperwood,P006c,A,A,b,b,3/11/19,203,38.56529399,-122.687192,363.458435,has data,has data,Y,1,yes,yes,yes,2,1,1,NA,5,NA,NA,0.181833333,0.18183539,0.034672215,0.001507259,0.99892168,0.1782,0.173611619,0.035796712,0.729204866,0.991313484,0.487566667,0.277866667,-0.42878037,58.46546667,14.06641667,1.0287,0.3603,1.0287,0.360333333,87.6,0.48852317,S,87.6,0.48852317,90.2,0.399224411,NA,NA,0.020680288,0.142256109,A0002,4.9,127.8,11.2,45.7,8,9.9,6.4,7.1,4,1,9,120.7,2.8,923.6,67.8,451.2,20.1,8.1,0.3,1,115,,Both the b and w sites for J001c were combined into one soil sample,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1253,South Hills,S003b,C,C,b,b,3/15/19,376,35.26602997,-120.663822,34.570213,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.176935818,S,7.2,0.11787234,7.5,0.176935818,NA,NA,0.028861501,0.283331273,C0033,3.4,98,23.9,3.4,8.4,5.4,6.6,7,2.3,1.4,6,136.2,1.5,2415,83.1,427.3,8.9,30.9,0.6,1,5,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1255,Los Padres,D002c,A,X,w,w,NA,NA,34.60227401,-119.342073,376.837082,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,15.42775665,N,NA,NA,NA,NA,1.3,22.45672437,NA,NA,A0055,2.4,78,18.5,1,17.7,22.2,7.9,7.6,2.7,0,0,214.5,3,210.4,9.3,3246,87.4,11.1,0.3,NA,NA,,"no subsites, only enough soil for 1 submission","strain matched soil data on Site and PlantSpecies but not Subsite, since soil did not have a Subsite",cryopreserved,
M1258,Pepperwood,P002b,B,NA,b,b,NA,165,38.58378698,-122.711812,434.884888,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,12,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,0.417620461,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,NA,2.2,73.7,7.45,11.3,4.15,8.25,7,7.4,3.15,0,0,60.15,2.05,707.7,77.8,295.55,19.55,10.05,0.6,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1259,Pepperwood,P002b,B,NA,b,b,NA,165,38.58378698,-122.711812,434.884888,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,12,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,0.417620461,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,NA,2.2,73.7,7.45,11.3,4.15,8.25,7,7.4,3.15,0,0,60.15,2.05,707.7,77.8,295.55,19.55,10.05,0.6,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1272,Hopland,H676w,B,NA,w,w,NA,289,39.00332797,-123.100014,312.82077,has data,has data,Y,2,yes,yes,yes,6,3,6,56,3,NA,NA,0.1619,0.145749281,0.048117801,2.521338591,0.994614038,0.1793,0.113950485,0.033781642,14.1685121,0.998879377,0.6765,0.7669,0.134835251,62.40596667,75.0587,0.770433333,1.1147,0.770433333,1.1147,33.15,0.28133288,S,26.5,0.34231738,39.8,0.209756098,NA,NA,0.283695933,0.339574298,NA,4.9,127.7,16.5,90.7,4.5,18.85,6.3,7.1,5.9,1.85,10.75,168,2.55,1470.5,74.15,413.7,12.2,11.8,0.3,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1273,Hopland,H648b,B,NA,b,b,NA,245,39.04078502,-123.096353,729.352173,has data,has data,Y,2,no,no,no,NA,NA,NA,44,3.666666667,NA,NA,0.182866667,0.164474137,0.06169806,1.733598273,0.998760447,0.179833333,0.177927162,0.029674686,0.448152132,0.99257265,0.867533333,0.4771,-0.447974525,79.13611667,41.70883333,0.844233333,0.746366667,0.890966667,0.746366667,2,2.909587236,N,1.8,2.772266889,2.2,3.022279349,NA,NA,0.141421356,0.061017894,NA,3.85,106.7,27.2,29.5,6.2,12.3,6.35,6.75,3.4,2.55,9.75,164.5,1.55,1062.35,32.05,3091,56.4,15.05,0.25,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,purified by Miles
M1284,Hopland,H648b,B,NA,b,b,NA,245,39.04078502,-123.096353,729.352173,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.909587236,N,1.8,2.772266889,2.2,3.022279349,NA,NA,0.141421356,0.061017894,NA,3.85,106.7,27.2,29.5,6.2,12.3,6.35,6.75,3.4,2.55,9.75,164.5,1.55,1062.35,32.05,3091,56.4,15.05,0.25,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1295,Sedgwick,G003c,B,NA,w,w,NA,403,34.73939398,-120.027102,707.90094,has data,has data,Y,2,yes,yes,yes,2,1,2,36,5,NA,NA,0.196033333,0.169657884,0.057251353,2.553129414,0.99893014,0.182033333,0.174628397,0.032602617,1.31546201,0.998368644,0.723666667,0.6849,-0.052752618,60.93296667,59.86058333,0.6981,0.766866667,0.727633333,0.779133333,26.55,0.318793774,S,17,0.333676093,18.5,0.289262372,NA,NA,0.059755503,0.10082936,NA,3.3,96,13.2,5.35,10.3,23.85,7.5,7.4,4.85,0,0,203.15,3.95,1285,79.75,409.65,15.75,16.45,0.55,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,purified by Miles
M1298,Pepperwood,P003w,B,NA,w,w,NA,173,38.58365497,-122.711027,454.563324,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,36,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,0.385327001,S,21.1,0.330521997,40.7,0.42736014,NA,NA,0.448520806,0.180700677,NA,4.85,126.7,12,92.15,9.9,12.85,6.3,7.15,5.65,1.35,10.75,129.85,2.7,1010.7,70.05,389.45,15.95,13.35,0.5,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1299,Pepperwood,P002b,B,NA,b,b,NA,165,38.58378698,-122.711812,434.884888,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,0.417620461,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,NA,2.2,73.7,7.45,11.3,4.15,8.25,7,7.4,3.15,0,0,60.15,2.05,707.7,77.8,295.55,19.55,10.05,0.6,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1300,Hopland,H654b,B,NA,b,b,NA,269,39.00474804,-123.097167,326.770142,has data,has data,Y,2,yes,yes,yes,3,1,3,40,3.666666667,NA,NA,0.184366667,0.181271882,0.048673302,0.381539292,0.980802511,0.200266667,0.184807495,0.030294437,2.634723804,0.999256057,0.678533333,0.818566667,0.206084228,64.65256667,78.42115,0.820766667,1.067433333,0.820766667,1.073433333,35.75,0.216858192,S,35.3,0.193135935,36.2,0.24340949,NA,NA,0.01780129,0.162864021,NA,3.9,107.6,8.7,34.1,16.35,22.7,6.55,7.25,3.4,0.6,6.75,80.85,2.4,844.1,79.95,183.05,10.6,6.8,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1302,Pepperwood,P001b,B,NA,b,b,NA,157,38.583919,-122.711633,445.363251,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,0.21976313,S,22.2,0.241232429,32.6,0.204134367,NA,NA,0.268390895,0.117800841,NA,1.85,66.6,8,18.75,2.8,4.75,7,7.5,2.5,0.05,0.75,42.35,1.35,835.9,85.75,183.7,11.6,9.85,0.6,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1305,Pepperwood,P003w,B,NA,w,w,NA,172,38.58364902,-122.711027,454.563324,has data,has data,Y,1,yes,yes,yes,1,1,2,72,5,0.25,1.5,0.169866667,0.171118011,0.036229182,-0.206751203,0.982487551,0.1636,0.064015033,0.046362866,21.75134164,0.991831506,0.4971,0.7152,0.439513978,39.35335,61.53788333,0.5357,0.794433333,0.536133333,0.8401,30.9,0.385327001,S,21.1,0.330521997,40.7,0.42736014,NA,NA,0.448520806,0.180700677,NA,4.85,126.7,12,92.15,9.9,12.85,6.3,7.15,5.65,1.35,10.75,129.85,2.7,1010.7,70.05,389.45,15.95,13.35,0.5,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1307,Hopland,H663c,B,NA,b,b,NA,299,39.00309999,-123.101496,286.900116,has data,has data,Y,2,yes,yes,yes,3,1,3,40,4,NA,NA,0.1681,0.155588671,0.049797244,1.549100114,0.998573965,0.1835,0.167284495,0.03449594,2.896345424,0.999226192,0.955433333,1.011533333,0.058755063,91.75216667,98.94453333,1.046166667,1.271166667,1.0476,1.2714,22.05,0.252786108,S,18.1,0.303325416,26,0.187068877,NA,NA,0.253339845,0.335264045,NA,3.3,95.5,11.9,32.75,5.6,8.65,6.5,7.1,3.3,1,7.5,117.65,2.5,1117.15,78.25,282.4,11.4,9.65,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1311,Pepperwood,P001b,B,NA,b,b,NA,159,38.58397197,-122.71163,445.363251,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,56,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,0.21976313,S,22.2,0.241232429,32.6,0.204134367,NA,NA,0.268390895,0.117800841,NA,1.85,66.6,8,18.75,2.8,4.75,7,7.5,2.5,0.05,0.75,42.35,1.35,835.9,85.75,183.7,11.6,9.85,0.6,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1312,Gold Hill,R001b,A,A,b,b,5/24/19,408,42.43657898,-123.062859,392.934082,has data,has data,Y,12,no,no,no,NA,NA,NA,36,2,0.25,NA,0.172,0.121202821,0.063157124,5.560545933,0.999668551,0.185333333,0.169694047,0.017334534,6.600541433,0.922996699,0.8996,0.244866667,-0.727324073,84.53125,7.791616667,1.014633333,0.2705,1.0152,0.2705,0.5,5.750944898,N,0.5,5.750944898,3.7,6.025587248,NA,NA,1.077496048,0.032981096,A0044,1.8,65,18.8,2,13.1,17,8,7.5,1.8,0,0,61.4,0.8,502.7,22,2891,76.8,16.1,0.4,1,6,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1313,Tyler Creek Road,R003b,B,NA,b,b,NA,419,42.11668499,-122.531621,883.112671,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,6.16007433,N,0.9,5.403050109,0.4,7.079047899,NA,NA,0.543928293,0.189889456,NA,1.95,68.7,15.1,15.3,9.85,14.1,6.95,7.35,2.5,0.1,0.75,115.25,1.95,376.7,20.5,2320.5,76.45,13.15,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M1315,Tyler Creek Road,R003b,C,C,b,b,5/25/19,418,42.11664199,-122.531648,883.112671,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,44,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,7.079047899,N,0.9,5.403050109,0.4,7.079047899,NA,NA,0.543928293,0.189889456,C0045,2.4,78,15.2,17.2,12.7,21.3,7,7.3,3.3,0,0,146.5,2.5,340.3,18.4,2409,78.8,12.1,0.3,1,17,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1318,Tyler Creek Road,R003b,C,C,b,b,5/25/19,418,42.11664199,-122.531648,883.112671,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,7.079047899,N,0.9,5.403050109,0.4,7.079047899,NA,NA,0.543928293,0.189889456,C0045,2.4,78,15.2,17.2,12.7,21.3,7,7.3,3.3,0,0,146.5,2.5,340.3,18.4,2409,78.8,12.1,0.3,1,17,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M1320,Gold Hill,R001b,B,NA,b,b,NA,407,42.43650002,-123.062841,392.934082,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,5.884635018,N,0.5,5.750944898,3.7,6.025587248,NA,NA,1.077496048,0.032981096,NA,3.15,92.5,18.65,2.9,16.75,21.55,7.85,7.5,2.15,0,0,67.95,0.9,489.75,21.6,2882,77.15,13.1,0.3,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
